comp_name,A2BBX6,A,B1,B2,X,nA,nB1,nB2,nX,rA,rB1,rB2,rBavg,rX,tau,NotSim
CsBaDyBr,Cs2BaDyBr6,Cs,Ba,Dy,Br,1,2,2,-1,188.0,135.0,107.0,121.0,196.0,4.145794114256127,False
CsBaTmF,Cs2BaTmF6,Cs,Ba,Tm,F,1,2,2,-1,188.0,135.0,103.0,119.0,133.0,3.5722023356874697,False
CsBaTmCl,Cs2BaTmCl6,Cs,Ba,Tm,Cl,1,2,2,-1,188.0,135.0,103.0,119.0,181.0,3.9755636802252847,False
CsBaTmBr,Cs2BaTmBr6,Cs,Ba,Tm,Br,1,2,2,-1,188.0,135.0,103.0,119.0,196.0,4.101614100393352,False
CsBaYbF,Cs2BaYbF6,Cs,Ba,Yb,F,1,2,2,-1,188.0,135.0,102.0,118.5,133.0,3.5598454164372706,False
CsBaYbCl,Cs2BaYbCl6,Cs,Ba,Yb,Cl,1,2,2,-1,188.0,135.0,102.0,118.5,181.0,3.964908707576511,False
CsBaYbBr,Cs2BaYbBr6,Cs,Ba,Yb,Br,1,2,2,-1,188.0,135.0,102.0,118.5,196.0,4.091490986057524,False
CsBaPtF,Cs2BaPtF6,Cs,Ba,Pt,F,1,2,2,-1,188.0,135.0,80.0,107.5,133.0,3.365993128943155,False
CsBaPtCl,Cs2BaPtCl6,Cs,Ba,Pt,Cl,1,2,2,-1,188.0,135.0,80.0,107.5,181.0,3.812504756850132,False
CsBaPtBr,Cs2BaPtBr6,Cs,Ba,Pt,Br,1,2,2,-1,188.0,135.0,80.0,107.5,196.0,3.952039640571062,False
CsBaPtI,Cs2BaPtI6,Cs,Ba,Pt,I,1,2,2,-1,188.0,135.0,80.0,107.5,220.00000000000003,4.17529545452455,False
CsBaHgF,Cs2BaHgF6,Cs,Ba,Hg,F,1,2,2,-1,188.0,135.0,102.0,118.5,133.0,3.5598454164372706,False
CsBaHgCl,Cs2BaHgCl6,Cs,Ba,Hg,Cl,1,2,2,-1,188.0,135.0,102.0,118.5,181.0,3.964908707576511,False
CsBaHgBr,Cs2BaHgBr6,Cs,Ba,Hg,Br,1,2,2,-1,188.0,135.0,102.0,118.5,196.0,4.091490986057524,False
CsBaPbF,Cs2BaPbF6,Cs,Ba,Pb,F,1,2,2,-1,188.0,135.0,119.0,127.0,133.0,3.821104025367591,False
CsBaNpF,Cs2BaNpF6,Cs,Ba,Np,F,1,2,2,-1,188.0,135.0,110.0,122.5,133.0,3.668677270332021,False
CsBaNpCl,Cs2BaNpCl6,Cs,Ba,Np,Cl,1,2,2,-1,188.0,135.0,110.0,122.5,181.0,4.060514005025899,False
CsBaAmF,Cs2BaAmF6,Cs,Ba,Am,F,1,2,2,-1,188.0,135.0,121.0,128.0,133.0,3.859835916010424,False
CsLaAuF,Cs2LaAuF6,Cs,La,Au,F,1,3,1,-1,188.0,103.2,137.0,120.1,133.0,3.6006084320943748,False
CsLaAuCl,Cs2LaAuCl6,Cs,La,Au,Cl,1,3,1,-1,188.0,103.2,137.0,120.1,181.0,4.00027537630753,False
CsLaAuBr,Cs2LaAuBr6,Cs,La,Au,Br,1,3,1,-1,188.0,103.2,137.0,120.1,196.0,4.125171296374141,False
CsLaHgF,Cs2LaHgF6,Cs,La,Hg,F,1,3,1,-1,188.0,103.2,119.0,111.1,133.0,3.414102551894997,False
CsLaHgCl,Cs2LaHgCl6,Cs,La,Hg,Cl,1,3,1,-1,188.0,103.2,119.0,111.1,181.0,3.846145756215429,False
CsLaHgBr,Cs2LaHgBr6,Cs,La,Hg,Br,1,3,1,-1,188.0,103.2,119.0,111.1,196.0,3.981159257565564,False
CsLaTlF,Cs2LaTlF6,Cs,La,Tl,F,1,3,1,-1,188.0,103.2,150.0,126.6,133.0,3.806133598239608,False
CsCeAuF,Cs2CeAuF6,Cs,Ce,Au,F,1,3,1,-1,188.0,101.0,137.0,119.0,133.0,3.5722023356874697,False
CsCeAuCl,Cs2CeAuCl6,Cs,Ce,Au,Cl,1,3,1,-1,188.0,101.0,137.0,119.0,181.0,3.9755636802252847,False
CsCeAuBr,Cs2CeAuBr6,Cs,Ce,Au,Br,1,3,1,-1,188.0,101.0,137.0,119.0,196.0,4.101614100393352,False
CsCeHgF,Cs2CeHgF6,Cs,Ce,Hg,F,1,3,1,-1,188.0,101.0,119.0,110.0,133.0,3.397921822607317,False
CsCeHgCl,Cs2CeHgCl6,Cs,Ce,Hg,Cl,1,3,1,-1,188.0,101.0,119.0,110.0,181.0,3.8342854589709536,False
CsCeHgBr,Cs2CeHgBr6,Cs,Ce,Hg,Br,1,3,1,-1,188.0,101.0,119.0,110.0,196.0,3.97064909533459,False
CsCeTlF,Cs2CeTlF6,Cs,Ce,Tl,F,1,3,1,-1,188.0,101.0,150.0,125.5,133.0,3.7664518003609726,False
CsCeTlCl,Cs2CeTlCl6,Cs,Ce,Tl,Cl,1,3,1,-1,188.0,101.0,150.0,125.5,181.0,4.148921919882885,False
CsPrAuF,Cs2PrAuF6,Cs,Pr,Au,F,1,3,1,-1,188.0,99.0,137.0,118.0,133.0,3.5478276866313725,False
CsPrAuCl,Cs2PrAuCl6,Cs,Pr,Au,Cl,1,3,1,-1,188.0,99.0,137.0,118.0,181.0,3.9546073476483214,False
CsPrAuBr,Cs2PrAuBr6,Cs,Pr,Au,Br,1,3,1,-1,188.0,99.0,137.0,118.0,196.0,4.081725991716118,False
CsPrHgF,Cs2PrHgF6,Cs,Pr,Hg,F,1,3,1,-1,188.0,99.0,119.0,109.0,133.0,3.3843540461183674,False
CsPrHgCl,Cs2PrHgCl6,Cs,Pr,Hg,Cl,1,3,1,-1,188.0,99.0,119.0,109.0,181.0,3.824721018595432,False
CsPrHgBr,Cs2PrHgBr6,Cs,Pr,Hg,Br,1,3,1,-1,188.0,99.0,119.0,109.0,196.0,3.962335697494514,False
CsPrTlF,Cs2PrTlF6,Cs,Pr,Tl,F,1,3,1,-1,188.0,99.0,150.0,124.5,133.0,3.7322074633656808,False
CsPrTlCl,Cs2PrTlCl6,Cs,Pr,Tl,Cl,1,3,1,-1,188.0,99.0,150.0,124.5,181.0,4.11774963204038,False
CsNdSmF,Cs2NdSmF6,Cs,Nd,Sm,F,1,2,2,-1,188.0,129.0,122.0,125.5,133.0,3.7664518003609726,False
CsNdSmCl,Cs2NdSmCl6,Cs,Nd,Sm,Cl,1,2,2,-1,188.0,129.0,122.0,125.5,181.0,4.148921919882885,False
CsNdEuF,Cs2NdEuF6,Cs,Nd,Eu,F,1,2,2,-1,188.0,129.0,117.0,123.0,133.0,3.68395933388296,False
CsNdEuCl,Cs2NdEuCl6,Cs,Nd,Eu,Cl,1,2,2,-1,188.0,129.0,117.0,123.0,181.0,4.074203236321984,False
CsNdDyF,Cs2NdDyF6,Cs,Nd,Dy,F,1,2,2,-1,188.0,129.0,107.0,118.0,133.0,3.5478276866313725,False
CsNdDyCl,Cs2NdDyCl6,Cs,Nd,Dy,Cl,1,2,2,-1,188.0,129.0,107.0,118.0,181.0,3.9546073476483214,False
CsNdDyBr,Cs2NdDyBr6,Cs,Nd,Dy,Br,1,2,2,-1,188.0,129.0,107.0,118.0,196.0,4.081725991716118,False
CsNdTmF,Cs2NdTmF6,Cs,Nd,Tm,F,1,2,2,-1,188.0,129.0,103.0,116.0,133.0,3.5030469263553954,False
CsNdTmCl,Cs2NdTmCl6,Cs,Nd,Tm,Cl,1,2,2,-1,188.0,129.0,103.0,116.0,181.0,3.916840029803671,False
CsNdTmBr,Cs2NdTmBr6,Cs,Nd,Tm,Br,1,2,2,-1,188.0,129.0,103.0,116.0,196.0,4.0461503746312575,False
CsNdYbF,Cs2NdYbF6,Cs,Nd,Yb,F,1,2,2,-1,188.0,129.0,102.0,115.5,133.0,3.4926503616051905,False
CsNdYbCl,Cs2NdYbCl6,Cs,Nd,Yb,Cl,1,2,2,-1,188.0,129.0,102.0,115.5,181.0,3.9082347771896058,False
CsNdYbBr,Cs2NdYbBr6,Cs,Nd,Yb,Br,1,2,2,-1,188.0,129.0,102.0,115.5,196.0,4.038104907059736,False
CsNdPtF,Cs2NdPtF6,Cs,Nd,Pt,F,1,2,2,-1,188.0,129.0,80.0,104.5,133.0,3.336206331769665,False
CsNdPtCl,Cs2NdPtCl6,Cs,Nd,Pt,Cl,1,2,2,-1,188.0,129.0,80.0,104.5,181.0,3.7955364753103344,False
CsNdPtBr,Cs2NdPtBr6,Cs,Nd,Pt,Br,1,2,2,-1,188.0,129.0,80.0,104.5,196.0,3.939077145166794,False
CsNdPtI,Cs2NdPtI6,Cs,Nd,Pt,I,1,2,2,-1,188.0,129.0,80.0,104.5,220.00000000000003,4.1687422169371295,False
CsNdAuF,Cs2NdAuF6,Cs,Nd,Au,F,1,3,1,-1,188.0,98.3,137.0,117.65,133.0,3.539614290729903,False
CsNdAuCl,Cs2NdAuCl6,Cs,Nd,Au,Cl,1,3,1,-1,188.0,98.3,137.0,117.65,181.0,3.9476040909848966,False
CsNdAuBr,Cs2NdAuBr6,Cs,Nd,Au,Br,1,3,1,-1,188.0,98.3,137.0,117.65,196.0,4.075100903564582,False
CsNdHgF,Cs2NdHgF6,Cs,Nd,Hg,F,1,3,1,-1,188.0,98.3,119.0,108.65,133.0,3.3798580117892363,False
CsNdHgCl,Cs2NdHgCl6,Cs,Nd,Hg,Cl,1,3,1,-1,188.0,98.3,119.0,108.65,181.0,3.821643561720207,False
CsNdHgBr,Cs2NdHgBr6,Cs,Nd,Hg,Br,1,3,1,-1,188.0,98.3,119.0,108.65,196.0,3.959701546073636,False
CsNdTlF,Cs2NdTlF6,Cs,Nd,Tl,F,1,3,1,-1,188.0,98.3,150.0,124.15,133.0,3.720620623350378,False
CsNdTlCl,Cs2NdTlCl6,Cs,Nd,Tl,Cl,1,3,1,-1,188.0,98.3,150.0,124.15,181.0,4.107249701078932,False
CsNdPbF,Cs2NdPbF6,Cs,Nd,Pb,F,1,2,2,-1,188.0,129.0,119.0,124.0,133.0,3.7157169031235737,False
CsNdPbCl,Cs2NdPbCl6,Cs,Nd,Pb,Cl,1,2,2,-1,188.0,129.0,119.0,124.0,181.0,4.102813677317122,False
CsNdNpF,Cs2NdNpF6,Cs,Nd,Np,F,1,2,2,-1,188.0,129.0,110.0,119.5,133.0,3.5849038507579527,False
CsNdNpCl,Cs2NdNpCl6,Cs,Nd,Np,Cl,1,2,2,-1,188.0,129.0,110.0,119.5,181.0,3.986577490925317,False
CsNdNpBr,Cs2NdNpBr6,Cs,Nd,Np,Br,1,2,2,-1,188.0,129.0,110.0,119.5,196.0,4.112100503477619,False
CsNdAmF,Cs2NdAmF6,Cs,Nd,Am,F,1,2,2,-1,188.0,129.0,121.0,125.0,133.0,3.7491163578690383,False
CsNdAmCl,Cs2NdAmCl6,Cs,Nd,Am,Cl,1,2,2,-1,188.0,129.0,121.0,125.0,181.0,4.133116357869039,False
CsPmAuF,Cs2PmAuF6,Cs,Pm,Au,F,1,3,1,-1,188.0,97.0,137.0,117.0,133.0,3.524789094471191,False
CsPmAuCl,Cs2PmAuCl6,Cs,Pm,Au,Cl,1,3,1,-1,188.0,97.0,137.0,117.0,181.0,3.9350455047276016,False
CsPmAuBr,Cs2PmAuBr6,Cs,Pm,Au,Br,1,3,1,-1,188.0,97.0,137.0,117.0,196.0,4.063250632932729,False
CsPmHgF,Cs2PmHgF6,Cs,Pm,Hg,F,1,3,1,-1,188.0,97.0,119.0,108.0,133.0,3.371851365395941,False
CsPmHgCl,Cs2PmHgCl6,Cs,Pm,Hg,Cl,1,3,1,-1,188.0,97.0,119.0,108.0,181.0,3.816295809840386,False
CsPmHgBr,Cs2PmHgBr6,Cs,Pm,Hg,Br,1,3,1,-1,188.0,97.0,119.0,108.0,196.0,3.955184698729275,False
CsPmHgI,Cs2PmHgI6,Cs,Pm,Hg,I,1,3,1,-1,188.0,97.0,119.0,108.0,220.00000000000003,4.177406920951498,False
CsPmTlF,Cs2PmTlF6,Cs,Pm,Tl,F,1,3,1,-1,188.0,97.0,150.0,123.5,133.0,3.699636746152746,False
CsPmTlCl,Cs2PmTlCl6,Cs,Pm,Tl,Cl,1,3,1,-1,188.0,97.0,150.0,123.5,181.0,4.088300713764083,False
CsSmEuF,Cs2SmEuF6,Cs,Sm,Eu,F,1,2,2,-1,188.0,122.0,117.0,119.5,133.0,3.5849038507579527,False
CsSmEuCl,Cs2SmEuCl6,Cs,Sm,Eu,Cl,1,2,2,-1,188.0,122.0,117.0,119.5,181.0,3.986577490925317,False
CsSmEuBr,Cs2SmEuBr6,Cs,Sm,Eu,Br,1,2,2,-1,188.0,122.0,117.0,119.5,196.0,4.112100503477619,False
CsSmDyF,Cs2SmDyF6,Cs,Sm,Dy,F,1,2,2,-1,188.0,122.0,107.0,114.5,133.0,3.4727844023955257,False
CsSmDyCl,Cs2SmDyCl6,Cs,Sm,Dy,Cl,1,2,2,-1,188.0,122.0,107.0,114.5,181.0,3.891998376194653,False
CsSmDyBr,Cs2SmDyBr6,Cs,Sm,Dy,Br,1,2,2,-1,188.0,122.0,107.0,114.5,196.0,4.023002743006879,False
CsSmTmF,Cs2SmTmF6,Cs,Sm,Tm,F,1,2,2,-1,188.0,122.0,103.0,112.5,133.0,3.436648224344629,False
CsSmTmCl,Cs2SmTmCl6,Cs,Sm,Tm,Cl,1,2,2,-1,188.0,122.0,103.0,112.5,181.0,3.863314891011296,False
CsSmTmBr,Cs2SmTmBr6,Cs,Sm,Tm,Br,1,2,2,-1,188.0,122.0,103.0,112.5,196.0,3.9966482243446295,False
CsSmYbF,Cs2SmYbF6,Cs,Sm,Yb,F,1,2,2,-1,188.0,122.0,102.0,112.0,133.0,3.428341428345357,False
CsSmYbCl,Cs2SmYbCl6,Cs,Sm,Yb,Cl,1,2,2,-1,188.0,122.0,102.0,112.0,181.0,3.856912856916786,False
CsSmYbBr,Cs2SmYbBr6,Cs,Sm,Yb,Br,1,2,2,-1,188.0,122.0,102.0,112.0,196.0,3.9908414283453575,False
CsSmPtF,Cs2SmPtF6,Cs,Sm,Pt,F,1,2,2,-1,188.0,122.0,80.0,101.0,133.0,3.3126821413025835,False
CsSmPtCl,Cs2SmPtCl6,Cs,Sm,Pt,Cl,1,2,2,-1,188.0,122.0,80.0,101.0,181.0,3.787929666055059,False
CsSmPtBr,Cs2SmPtBr6,Cs,Sm,Pt,Br,1,2,2,-1,188.0,122.0,80.0,101.0,196.0,3.936444517540208,False
CsSmPtI,Cs2SmPtI6,Cs,Sm,Pt,I,1,2,2,-1,188.0,122.0,80.0,101.0,220.00000000000003,4.174068279916446,False
CsSmAuF,Cs2SmAuF6,Cs,Sm,Au,F,1,3,1,-1,188.0,95.8,137.0,116.4,133.0,3.5115906445393885,False
CsSmAuCl,Cs2SmAuCl6,Cs,Sm,Au,Cl,1,3,1,-1,188.0,95.8,137.0,116.4,181.0,3.923961778560007,False
CsSmAuBr,Cs2SmAuBr6,Cs,Sm,Au,Br,1,3,1,-1,188.0,95.8,137.0,116.4,196.0,4.052827757941451,False
CsSmHgF,Cs2SmHgF6,Cs,Sm,Hg,F,1,3,1,-1,188.0,95.8,119.0,107.4,133.0,3.36485262485773,False
CsSmHgCl,Cs2SmHgCl6,Cs,Sm,Hg,Cl,1,3,1,-1,188.0,95.8,119.0,107.4,181.0,3.8117799991594055,False
CsSmHgBr,Cs2SmHgBr6,Cs,Sm,Hg,Br,1,3,1,-1,188.0,95.8,119.0,107.4,196.0,3.95144480362868,False
CsSmHgI,Cs2SmHgI6,Cs,Sm,Hg,I,1,3,1,-1,188.0,95.8,119.0,107.4,220.00000000000003,4.174908490779518,False
CsSmTlF,Cs2SmTlF6,Cs,Sm,Tl,F,1,3,1,-1,188.0,95.8,150.0,122.9,133.0,3.6808715254322086,False
CsSmTlCl,Cs2SmTlCl6,Cs,Sm,Tl,Cl,1,3,1,-1,188.0,95.8,150.0,122.9,181.0,4.071432957490793,False
CsSmPbF,Cs2SmPbF6,Cs,Sm,Pb,F,1,2,2,-1,188.0,122.0,119.0,120.5,133.0,3.6113632615194695,False
CsSmPbCl,Cs2SmPbCl6,Cs,Sm,Pb,Cl,1,2,2,-1,188.0,122.0,119.0,120.5,181.0,4.009703510482125,False
CsSmPbBr,Cs2SmPbBr6,Cs,Sm,Pb,Br,1,2,2,-1,188.0,122.0,119.0,120.5,196.0,4.134184838282955,False
CsSmNpF,Cs2SmNpF6,Cs,Sm,Np,F,1,2,2,-1,188.0,122.0,110.0,116.0,133.0,3.5030469263553954,False
CsSmNpCl,Cs2SmNpCl6,Cs,Sm,Np,Cl,1,2,2,-1,188.0,122.0,110.0,116.0,181.0,3.916840029803671,False
CsSmNpBr,Cs2SmNpBr6,Cs,Sm,Np,Br,1,2,2,-1,188.0,122.0,110.0,116.0,196.0,4.0461503746312575,False
CsSmAmF,Cs2SmAmF6,Cs,Sm,Am,F,1,2,2,-1,188.0,122.0,121.0,121.5,133.0,3.639270862607938,False
CsSmAmCl,Cs2SmAmCl6,Cs,Sm,Am,Cl,1,2,2,-1,188.0,122.0,121.0,121.5,181.0,4.034332591003,False
CsSmAmBr,Cs2SmAmBr6,Cs,Sm,Am,Br,1,2,2,-1,188.0,122.0,121.0,121.5,196.0,4.157789381126458,False
CsEuDyF,Cs2EuDyF6,Cs,Eu,Dy,F,1,2,2,-1,188.0,117.0,107.0,112.0,133.0,3.428341428345357,False
CsEuDyCl,Cs2EuDyCl6,Cs,Eu,Dy,Cl,1,2,2,-1,188.0,117.0,107.0,112.0,181.0,3.856912856916786,False
CsEuDyBr,Cs2EuDyBr6,Cs,Eu,Dy,Br,1,2,2,-1,188.0,117.0,107.0,112.0,196.0,3.9908414283453575,False
CsEuTmF,Cs2EuTmF6,Cs,Eu,Tm,F,1,2,2,-1,188.0,117.0,103.0,110.0,133.0,3.397921822607317,False
CsEuTmCl,Cs2EuTmCl6,Cs,Eu,Tm,Cl,1,2,2,-1,188.0,117.0,103.0,110.0,181.0,3.8342854589709536,False
CsEuTmBr,Cs2EuTmBr6,Cs,Eu,Tm,Br,1,2,2,-1,188.0,117.0,103.0,110.0,196.0,3.97064909533459,False
CsEuYbF,Cs2EuYbF6,Cs,Eu,Yb,F,1,2,2,-1,188.0,117.0,102.0,109.5,133.0,3.391003481471805,False
CsEuYbCl,Cs2EuYbCl6,Cs,Eu,Yb,Cl,1,2,2,-1,188.0,117.0,102.0,109.5,181.0,3.829359645855367,False
CsEuYbBr,Cs2EuYbBr6,Cs,Eu,Yb,Br,1,2,2,-1,188.0,117.0,102.0,109.5,196.0,3.96634594722523,False
CsEuPtF,Cs2EuPtF6,Cs,Eu,Pt,F,1,2,2,-1,188.0,117.0,80.0,98.5,133.0,3.3030268715362903,False
CsEuPtCl,Cs2EuPtCl6,Cs,Eu,Pt,Cl,1,2,2,-1,188.0,117.0,80.0,98.5,181.0,3.790336516206341,False
CsEuPtBr,Cs2EuPtBr6,Cs,Eu,Pt,Br,1,2,2,-1,188.0,117.0,80.0,98.5,196.0,3.942620780165732,False
CsEuAuF,Cs2EuAuF6,Cs,Eu,Au,F,1,3,1,-1,188.0,94.7,137.0,115.85,133.0,3.4998951011955697,False
CsEuAuCl,Cs2EuAuCl6,Cs,Eu,Au,Cl,1,3,1,-1,188.0,94.7,137.0,115.85,181.0,3.914223974738945,False
CsEuAuBr,Cs2EuAuBr6,Cs,Eu,Au,Br,1,3,1,-1,188.0,94.7,137.0,115.85,196.0,4.043701747721249,False
CsEuHgF,Cs2EuHgF6,Cs,Eu,Hg,F,1,3,1,-1,188.0,94.7,119.0,106.85,133.0,3.3587641687281984,False
CsEuHgCl,Cs2EuHgCl6,Cs,Eu,Hg,Cl,1,3,1,-1,188.0,94.7,119.0,106.85,181.0,3.807992058293009,False
CsEuHgBr,Cs2EuHgBr6,Cs,Eu,Hg,Br,1,3,1,-1,188.0,94.7,119.0,106.85,196.0,3.948375773782012,False
CsEuHgI,Cs2EuHgI6,Cs,Eu,Hg,I,1,3,1,-1,188.0,94.7,119.0,106.85,220.00000000000003,4.172989718564418,False
CsEuTlF,Cs2EuTlF6,Cs,Eu,Tl,F,1,3,1,-1,188.0,94.7,150.0,122.35,133.0,3.6641686699550577,False
CsEuTlCl,Cs2EuTlCl6,Cs,Eu,Tl,Cl,1,3,1,-1,188.0,94.7,150.0,122.35,181.0,4.056485792962823,False
CsEuTlBr,Cs2EuTlBr6,Cs,Eu,Tl,Br,1,3,1,-1,188.0,94.7,150.0,122.35,196.0,4.179084893902749,False
CsEuPbF,Cs2EuPbF6,Cs,Eu,Pb,F,1,2,2,-1,188.0,117.0,119.0,118.0,133.0,3.5478276866313725,False
CsEuPbCl,Cs2EuPbCl6,Cs,Eu,Pb,Cl,1,2,2,-1,188.0,117.0,119.0,118.0,181.0,3.9546073476483214,False
CsEuPbBr,Cs2EuPbBr6,Cs,Eu,Pb,Br,1,2,2,-1,188.0,117.0,119.0,118.0,196.0,4.081725991716118,False
CsEuRaF,Cs2EuRaF6,Cs,Eu,Ra,F,1,2,2,-1,188.0,117.0,148.0,132.5,133.0,4.059312065509261,False
CsEuNpF,Cs2EuNpF6,Cs,Eu,Np,F,1,2,2,-1,188.0,117.0,110.0,113.5,133.0,3.4541272958236444,False
CsEuNpCl,Cs2EuNpCl6,Cs,Eu,Np,Cl,1,2,2,-1,188.0,117.0,110.0,113.5,181.0,3.8770347848104287,False
CsEuNpBr,Cs2EuNpBr6,Cs,Eu,Np,Br,1,2,2,-1,188.0,117.0,110.0,113.5,196.0,4.009193375118799,False
CsEuAmF,Cs2EuAmF6,Cs,Eu,Am,F,1,2,2,-1,188.0,117.0,121.0,119.0,133.0,3.5722023356874697,False
CsEuAmCl,Cs2EuAmCl6,Cs,Eu,Am,Cl,1,2,2,-1,188.0,117.0,121.0,119.0,181.0,3.9755636802252847,False
CsEuAmBr,Cs2EuAmBr6,Cs,Eu,Am,Br,1,2,2,-1,188.0,117.0,121.0,119.0,196.0,4.101614100393352,False
CsGdAuF,Cs2GdAuF6,Cs,Gd,Au,F,1,3,1,-1,188.0,93.8,137.0,115.4,133.0,3.490608441369553,False
CsGdAuCl,Cs2GdAuCl6,Cs,Gd,Au,Cl,1,3,1,-1,188.0,93.8,137.0,115.4,181.0,3.906552982097456,False
CsGdAuBr,Cs2GdAuBr6,Cs,Gd,Au,Br,1,3,1,-1,188.0,93.8,137.0,115.4,196.0,4.036535651074925,False
CsGdHgF,Cs2GdHgF6,Cs,Gd,Hg,F,1,3,1,-1,188.0,93.8,119.0,106.4,133.0,3.3540132657189945,False
CsGdHgCl,Cs2GdHgCl6,Cs,Gd,Hg,Cl,1,3,1,-1,188.0,93.8,119.0,106.4,181.0,3.8051410852678655,False
CsGdHgBr,Cs2GdHgBr6,Cs,Gd,Hg,Br,1,3,1,-1,188.0,93.8,119.0,106.4,196.0,3.946118528876889,False
CsGdHgI,Cs2GdHgI6,Cs,Gd,Hg,I,1,3,1,-1,188.0,93.8,119.0,106.4,220.00000000000003,4.171682438651326,False
CsGdTlF,Cs2GdTlF6,Cs,Gd,Tl,F,1,3,1,-1,188.0,93.8,150.0,121.9,133.0,3.650850614661048,False
CsGdTlCl,Cs2GdTlCl6,Cs,Gd,Tl,Cl,1,3,1,-1,188.0,93.8,150.0,121.9,181.0,4.044615996121261,False
CsGdTlBr,Cs2GdTlBr6,Cs,Gd,Tl,Br,1,3,1,-1,188.0,93.8,150.0,121.9,196.0,4.167667677827578,False
CsTbAuF,Cs2TbAuF6,Cs,Tb,Au,F,1,3,1,-1,188.0,92.3,137.0,114.65,133.0,3.4756864487877923,False
CsTbAuCl,Cs2TbAuCl6,Cs,Tb,Au,Cl,1,3,1,-1,188.0,92.3,137.0,114.65,181.0,3.894351952494727,False
CsTbAuBr,Cs2TbAuBr6,Cs,Tb,Au,Br,1,3,1,-1,188.0,92.3,137.0,114.65,196.0,4.025184922403144,False
CsTbHgF,Cs2TbHgF6,Cs,Tb,Hg,F,1,3,1,-1,188.0,92.3,119.0,105.65,133.0,3.3465518112639727,False
CsTbHgCl,Cs2TbHgCl6,Cs,Tb,Hg,Cl,1,3,1,-1,188.0,92.3,119.0,105.65,181.0,3.800882147279117,False
CsTbHgBr,Cs2TbHgBr6,Cs,Tb,Hg,Br,1,3,1,-1,188.0,92.3,119.0,105.65,196.0,3.9428603772838495,False
CsTbHgI,Cs2TbHgI6,Cs,Tb,Hg,I,1,3,1,-1,188.0,92.3,119.0,105.65,220.00000000000003,4.170025545291422,False
CsTbTlF,Cs2TbTlF6,Cs,Tb,Tl,F,1,3,1,-1,188.0,92.3,150.0,121.15,133.0,3.629335378352612,False
CsTbTlCl,Cs2TbTlCl6,Cs,Tb,Tl,Cl,1,3,1,-1,188.0,92.3,150.0,121.15,181.0,4.02553843241782,False
CsTbTlBr,Cs2TbTlBr6,Cs,Tb,Tl,Br,1,3,1,-1,188.0,92.3,150.0,121.15,196.0,4.149351886813198,False
CsDyTmF,Cs2DyTmF6,Cs,Dy,Tm,F,1,2,2,-1,188.0,107.0,103.0,105.0,133.0,3.3405425651031595,False
CsDyTmCl,Cs2DyTmCl6,Cs,Dy,Tm,Cl,1,2,2,-1,188.0,107.0,103.0,105.0,181.0,3.797685422246017,False
CsDyTmBr,Cs2DyTmBr6,Cs,Dy,Tm,Br,1,2,2,-1,188.0,107.0,103.0,105.0,196.0,3.94054256510316,False
CsDyTmI,Cs2DyTmI6,Cs,Dy,Tm,I,1,2,2,-1,188.0,107.0,103.0,105.0,220.00000000000003,4.169113993674588,False
CsDyYbF,Cs2DyYbF6,Cs,Dy,Yb,F,1,2,2,-1,188.0,107.0,102.0,104.5,133.0,3.336206331769665,False
CsDyYbCl,Cs2DyYbCl6,Cs,Dy,Yb,Cl,1,2,2,-1,188.0,107.0,102.0,104.5,181.0,3.7955364753103344,False
CsDyYbBr,Cs2DyYbBr6,Cs,Dy,Yb,Br,1,2,2,-1,188.0,107.0,102.0,104.5,196.0,3.939077145166794,False
CsDyYbI,Cs2DyYbI6,Cs,Dy,Yb,I,1,2,2,-1,188.0,107.0,102.0,104.5,220.00000000000003,4.1687422169371295,False
CsDyPtF,Cs2DyPtF6,Cs,Dy,Pt,F,1,2,2,-1,188.0,107.0,80.0,93.5,133.0,3.3011302507451163,False
CsDyPtCl,Cs2DyPtCl6,Cs,Dy,Pt,Cl,1,2,2,-1,188.0,107.0,80.0,93.5,181.0,3.814499234702336,False
CsDyPtBr,Cs2DyPtBr6,Cs,Dy,Pt,Br,1,2,2,-1,188.0,107.0,80.0,93.5,196.0,3.974927042188967,False
CsDyAuF,Cs2DyAuF6,Cs,Dy,Au,F,1,3,1,-1,188.0,91.2,137.0,114.1,133.0,3.4651782741267327,False
CsDyAuCl,Cs2DyAuCl6,Cs,Dy,Au,Cl,1,3,1,-1,188.0,91.2,137.0,114.1,181.0,3.8858618849943927,False
CsDyAuBr,Cs2DyAuBr6,Cs,Dy,Au,Br,1,3,1,-1,188.0,91.2,137.0,114.1,196.0,4.017325513390536,False
CsDyHgF,Cs2DyHgF6,Cs,Dy,Hg,F,1,3,1,-1,188.0,91.2,119.0,105.1,133.0,3.341439603324532,False
CsDyHgCl,Cs2DyHgCl6,Cs,Dy,Hg,Cl,1,3,1,-1,188.0,91.2,119.0,105.1,181.0,3.798147500565255,False
CsDyHgBr,Cs2DyHgBr6,Cs,Dy,Hg,Br,1,3,1,-1,188.0,91.2,119.0,105.1,196.0,3.9408687184529807,False
CsDyHgI,Cs2DyHgI6,Cs,Dy,Hg,I,1,3,1,-1,188.0,91.2,119.0,105.1,220.00000000000003,4.169222667073343,False
CsDyTlF,Cs2DyTlF6,Cs,Dy,Tl,F,1,3,1,-1,188.0,91.2,150.0,120.6,133.0,3.614088045324051,False
