A2BBX6,A,B1,B2,X,nA,nB1,nB2,nX,rA,rB1,rB2,rBavg,rX,tau
Li2NaCoI6,Li,Na,Co,I,1,1,3,-1,92.0,102.0,57.75,79.875,220.00000000000003,9.904271917566627
Li2NaNiF6,Li,Na,Ni,F,1,1,3,-1,92.0,102.0,58.0,80.0,133.0,8.890777172286935
Li2NaNiCl6,Li,Na,Ni,Cl,1,1,3,-1,92.0,102.0,58.0,80.0,181.0,9.490777172286936
Li2NaNiBr6,Li,Na,Ni,Br,1,1,3,-1,92.0,102.0,58.0,80.0,196.0,9.678277172286936
Li2NaNiI6,Li,Na,Ni,I,1,1,3,-1,92.0,102.0,58.0,80.0,220.00000000000003,9.978277172286935
Li2NaCuF6,Li,Na,Cu,F,1,1,3,-1,92.0,102.0,54.0,78.0,133.0,7.850081943663282
Li2NaCuCl6,Li,Na,Cu,Cl,1,1,3,-1,92.0,102.0,54.0,78.0,181.0,8.465466559047897
Li2NaCuBr6,Li,Na,Cu,Br,1,1,3,-1,92.0,102.0,54.0,78.0,196.0,8.65777425135559
Li2NaCuI6,Li,Na,Cu,I,1,1,3,-1,92.0,102.0,54.0,78.0,220.00000000000003,8.965466559047897
Li2NaGaF6,Li,Na,Ga,F,1,1,3,-1,92.0,102.0,62.0,82.0,133.0,10.372170688162672
Li2NaGaCl6,Li,Na,Ga,Cl,1,1,3,-1,92.0,102.0,62.0,82.0,181.0,10.957536541821208
Li2NaGaBr6,Li,Na,Ga,Br,1,1,3,-1,92.0,102.0,62.0,82.0,196.0,11.140463371089501
Li2NaGaI6,Li,Na,Ga,I,1,1,3,-1,92.0,102.0,62.0,82.0,220.00000000000003,11.43314629791877
Li2NaAsF6,Li,Na,As,F,1,1,3,-1,92.0,102.0,57.99999999999999,80.0,133.0,8.890777172286935
Li2NaAsCl6,Li,Na,As,Cl,1,1,3,-1,92.0,102.0,57.99999999999999,80.0,181.0,9.490777172286936
Li2NaAsBr6,Li,Na,As,Br,1,1,3,-1,92.0,102.0,57.99999999999999,80.0,196.0,9.678277172286936
Li2NaAsI6,Li,Na,As,I,1,1,3,-1,92.0,102.0,57.99999999999999,80.0,220.00000000000003,9.978277172286935
Li2NaNbF6,Li,Na,Nb,F,1,1,3,-1,92.0,102.0,72.0,87.0,133.0,19.452547189046832
Li2NaNbCl6,Li,Na,Nb,Cl,1,1,3,-1,92.0,102.0,72.0,87.0,181.0,20.004271326977864
Li2NaNbBr6,Li,Na,Nb,Br,1,1,3,-1,92.0,102.0,72.0,87.0,196.0,20.176685120081313
Li2NaNbI6,Li,Na,Nb,I,1,1,3,-1,92.0,102.0,72.0,87.0,220.00000000000003,20.452547189046832
Li2NaMoF6,Li,Na,Mo,F,1,1,3,-1,92.0,102.0,69.0,85.5,133.0,15.240843776274371
Li2NaMoCl6,Li,Na,Mo,Cl,1,1,3,-1,92.0,102.0,69.0,85.5,181.0,15.8022472850463
Li2NaMoBr6,Li,Na,Mo,Br,1,1,3,-1,92.0,102.0,69.0,85.5,196.0,15.977685881537528
Li2NaMoI6,Li,Na,Mo,I,1,1,3,-1,92.0,102.0,69.0,85.5,220.00000000000003,16.258387635923494
Li2NaRuF6,Li,Na,Ru,F,1,1,3,-1,92.0,102.0,68.0,85.0,133.0,14.241602364756728
Li2NaRuCl6,Li,Na,Ru,Cl,1,1,3,-1,92.0,102.0,68.0,85.0,181.0,14.80630824710967
Li2NaRuBr6,Li,Na,Ru,Br,1,1,3,-1,92.0,102.0,68.0,85.0,196.0,14.982778835344963
Li2NaRuI6,Li,Na,Ru,I,1,1,3,-1,92.0,102.0,68.0,85.0,220.00000000000003,15.265131776521434
Li2NaRhF6,Li,Na,Rh,F,1,1,3,-1,92.0,102.0,66.5,84.25,133.0,12.987589941749793
Li2NaRhCl6,Li,Na,Rh,Cl,1,1,3,-1,92.0,102.0,66.5,84.25,181.0,13.557322879435253
Li2NaRhBr6,Li,Na,Rh,Br,1,1,3,-1,92.0,102.0,66.5,84.25,196.0,13.73536442246196
Li2NaRhI6,Li,Na,Rh,I,1,1,3,-1,92.0,102.0,66.5,84.25,220.00000000000003,14.020230891304688
Li2NaPdF6,Li,Na,Pd,F,1,1,3,-1,92.0,102.0,76.0,89.0,133.0,31.675046865912638
Li2NaPdCl6,Li,Na,Pd,Cl,1,1,3,-1,92.0,102.0,76.0,89.0,181.0,32.21437270860927
Li2NaPdBr6,Li,Na,Pd,Br,1,1,3,-1,92.0,102.0,76.0,89.0,196.0,32.38291203445196
Li2NaPdI6,Li,Na,Pd,I,1,1,3,-1,92.0,102.0,76.0,89.0,220.00000000000003,32.652574955800276
Li2NaAgF6,Li,Na,Ag,F,1,1,3,-1,92.0,102.0,75.0,88.5,133.0,27.304953245375764
Li2NaAgCl6,Li,Na,Ag,Cl,1,1,3,-1,92.0,102.0,75.0,88.5,181.0,27.847326126731694
Li2NaAgBr6,Li,Na,Ag,Br,1,1,3,-1,92.0,102.0,75.0,88.5,196.0,28.016817652155424
Li2NaAgI6,Li,Na,Ag,I,1,1,3,-1,92.0,102.0,75.0,88.5,220.00000000000003,28.28800409283339
Li2NaInF6,Li,Na,In,F,1,1,3,-1,92.0,102.0,80.0,91.0,133.0,92.96611220468226
Li2NaInCl6,Li,Na,In,Cl,1,1,3,-1,92.0,102.0,80.0,91.0,181.0,93.49358473215479
Li2NaInBr6,Li,Na,In,Br,1,1,3,-1,92.0,102.0,80.0,91.0,196.0,93.65841989698995
Li2NaInI6,Li,Na,In,I,1,1,3,-1,92.0,102.0,80.0,91.0,220.00000000000003,93.92215616072622
Li2NaSbF6,Li,Na,Sb,F,1,1,3,-1,92.0,102.0,76.0,89.0,133.0,31.675046865912638
Li2NaSbCl6,Li,Na,Sb,Cl,1,1,3,-1,92.0,102.0,76.0,89.0,181.0,32.21437270860927
Li2NaSbBr6,Li,Na,Sb,Br,1,1,3,-1,92.0,102.0,76.0,89.0,196.0,32.38291203445196
Li2NaSbI6,Li,Na,Sb,I,1,1,3,-1,92.0,102.0,76.0,89.0,220.00000000000003,32.652574955800276
Li2NaTaF6,Li,Na,Ta,F,1,1,3,-1,92.0,102.0,72.0,87.0,133.0,19.452547189046832
Li2NaTaCl6,Li,Na,Ta,Cl,1,1,3,-1,92.0,102.0,72.0,87.0,181.0,20.004271326977864
Li2NaTaBr6,Li,Na,Ta,Br,1,1,3,-1,92.0,102.0,72.0,87.0,196.0,20.176685120081313
Li2NaTaI6,Li,Na,Ta,I,1,1,3,-1,92.0,102.0,72.0,87.0,220.00000000000003,20.452547189046832
Li2NaIrF6,Li,Na,Ir,F,1,1,3,-1,92.0,102.0,68.0,85.0,133.0,14.241602364756728
Li2NaIrCl6,Li,Na,Ir,Cl,1,1,3,-1,92.0,102.0,68.0,85.0,181.0,14.80630824710967
Li2NaIrBr6,Li,Na,Ir,Br,1,1,3,-1,92.0,102.0,68.0,85.0,196.0,14.982778835344963
Li2NaIrI6,Li,Na,Ir,I,1,1,3,-1,92.0,102.0,68.0,85.0,220.00000000000003,15.265131776521434
Li2MgCaF6,Li,Mg,Ca,F,1,2,2,-1,92.0,72.0,100.0,86.0,133.0,16.408716930676515
Li2MgCaCl6,Li,Mg,Ca,Cl,1,2,2,-1,92.0,72.0,100.0,86.0,181.0,16.966856465560237
Li2MgCaBr6,Li,Mg,Ca,Br,1,2,2,-1,92.0,72.0,100.0,86.0,196.0,17.1412750702114
Li2MgCaI6,Li,Mg,Ca,I,1,2,2,-1,92.0,72.0,100.0,86.0,220.00000000000003,17.42034483765326
Li2MgTiF6,Li,Mg,Ti,F,1,2,2,-1,92.0,72.0,86.0,79.0,133.0,8.32796745604741
Li2MgTiCl6,Li,Mg,Ti,Cl,1,2,2,-1,92.0,72.0,86.0,79.0,181.0,8.935562392756271
Li2MgTiBr6,Li,Mg,Ti,Br,1,2,2,-1,92.0,72.0,86.0,79.0,196.0,9.12543581047779
Li2MgTiI6,Li,Mg,Ti,I,1,2,2,-1,92.0,72.0,86.0,79.0,220.00000000000003,9.429233278832221
Li2MgVF6,Li,Mg,V,F,1,2,2,-1,92.0,72.0,79.0,75.5,133.0,6.926560538975441
Li2MgVCl6,Li,Mg,V,Cl,1,2,2,-1,92.0,72.0,79.0,75.5,181.0,7.5623221283794155
Li2MgVBr6,Li,Mg,V,Br,1,2,2,-1,92.0,72.0,79.0,75.5,196.0,7.760997625068157
Li2MgVI6,Li,Mg,V,I,1,2,2,-1,92.0,72.0,79.0,75.5,220.00000000000003,8.078878419770144
Li2MgCrF6,Li,Mg,Cr,F,1,2,2,-1,92.0,72.0,76.5,74.25,133.0,6.57175718994711
Li2MgCrCl6,Li,Mg,Cr,Cl,1,2,2,-1,92.0,72.0,76.5,74.25,181.0,7.2182218364117565
Li2MgCrBr6,Li,Mg,Cr,Br,1,2,2,-1,92.0,72.0,76.5,74.25,196.0,7.420242038431958
Li2MgCrI6,Li,Mg,Cr,I,1,2,2,-1,92.0,72.0,76.5,74.25,220.00000000000003,7.743474361664282
Li2MgMnF6,Li,Mg,Mn,F,1,2,2,-1,92.0,72.0,75.0,73.5,133.0,6.384949206159035
Li2MgMnCl6,Li,Mg,Mn,Cl,1,2,2,-1,92.0,72.0,75.0,73.5,181.0,7.038010430648832
Li2MgMnBr6,Li,Mg,Mn,Br,1,2,2,-1,92.0,72.0,75.0,73.5,196.0,7.242092063301893
Li2MgMnI6,Li,Mg,Mn,I,1,2,2,-1,92.0,72.0,75.0,73.5,220.00000000000003,7.568622675546791
Li2MgFeF6,Li,Mg,Fe,F,1,2,2,-1,92.0,72.0,69.5,70.75,133.0,5.831019793726332
Li2MgFeCl6,Li,Mg,Fe,Cl,1,2,2,-1,92.0,72.0,69.5,70.75,181.0,6.5094650234083105
Li2MgFeBr6,Li,Mg,Fe,Br,1,2,2,-1,92.0,72.0,69.5,70.75,196.0,6.7214791576839295
Li2MgFeI6,Li,Mg,Fe,I,1,2,2,-1,92.0,72.0,69.5,70.75,220.00000000000003,7.060701772524919
Li2MgCoF6,Li,Mg,Co,F,1,2,2,-1,92.0,72.0,69.75,70.875,133.0,5.85241590273043
Li2MgCoCl6,Li,Mg,Co,Cl,1,2,2,-1,92.0,72.0,69.75,70.875,181.0,6.529664579979107
Li2MgCoBr6,Li,Mg,Co,Br,1,2,2,-1,92.0,72.0,69.75,70.875,196.0,6.741304791619318
Li2MgCoI6,Li,Mg,Co,I,1,2,2,-1,92.0,72.0,69.75,70.875,220.00000000000003,7.0799291302436576
Li2MgNiF6,Li,Mg,Ni,F,1,2,2,-1,92.0,72.0,69.0,70.5,133.0,5.789165143109498
Li2MgNiCl6,Li,Mg,Ni,Cl,1,2,2,-1,92.0,72.0,69.0,70.5,181.0,6.4700162069392855
Li2MgNiBr6,Li,Mg,Ni,Br,1,2,2,-1,92.0,72.0,69.0,70.5,196.0,6.682782164386094
Li2MgNiI6,Li,Mg,Ni,I,1,2,2,-1,92.0,72.0,69.0,70.5,220.00000000000003,7.023207696300988
Li2MgCuF6,Li,Mg,Cu,F,1,2,2,-1,92.0,72.0,73.0,72.5,133.0,6.161748845087936
Li2MgCuCl6,Li,Mg,Cu,Cl,1,2,2,-1,92.0,72.0,73.0,72.5,181.0,6.823817810605178
Li2MgCuBr6,Li,Mg,Cu,Br,1,2,2,-1,92.0,72.0,73.0,72.5,196.0,7.030714362329316
Li2MgCuI6,Li,Mg,Cu,I,1,2,2,-1,92.0,72.0,73.0,72.5,220.00000000000003,7.361748845087936
Li2MgZnF6,Li,Mg,Zn,F,1,2,2,-1,92.0,72.0,74.0,73.0,133.0,6.26988685758268
Li2MgZnCl6,Li,Mg,Zn,Cl,1,2,2,-1,92.0,72.0,74.0,73.0,181.0,6.927421104158023
Li2MgZnBr6,Li,Mg,Zn,Br,1,2,2,-1,92.0,72.0,74.0,73.0,196.0,7.132900556212817
Li2MgZnI6,Li,Mg,Zn,I,1,2,2,-1,92.0,72.0,74.0,73.0,220.00000000000003,7.461667679500489
Li2MgGeF6,Li,Mg,Ge,F,1,2,2,-1,92.0,72.0,73.0,72.5,133.0,6.161748845087936
Li2MgGeCl6,Li,Mg,Ge,Cl,1,2,2,-1,92.0,72.0,73.0,72.5,181.0,6.823817810605178
Li2MgGeBr6,Li,Mg,Ge,Br,1,2,2,-1,92.0,72.0,73.0,72.5,196.0,7.030714362329316
Li2MgGeI6,Li,Mg,Ge,I,1,2,2,-1,92.0,72.0,73.0,72.5,220.00000000000003,7.361748845087936
Li2MgPdF6,Li,Mg,Pd,F,1,2,2,-1,92.0,72.0,86.0,79.0,133.0,8.32796745604741
Li2MgPdCl6,Li,Mg,Pd,Cl,1,2,2,-1,92.0,72.0,86.0,79.0,181.0,8.935562392756271
Li2MgPdBr6,Li,Mg,Pd,Br,1,2,2,-1,92.0,72.0,86.0,79.0,196.0,9.12543581047779
Li2MgPdI6,Li,Mg,Pd,I,1,2,2,-1,92.0,72.0,86.0,79.0,220.00000000000003,9.429233278832221
Li2MgAgF6,Li,Mg,Ag,F,1,2,2,-1,92.0,72.0,94.0,83.0,133.0,11.369341157346287
Li2MgAgCl6,Li,Mg,Ag,Cl,1,2,2,-1,92.0,72.0,94.0,83.0,181.0,11.947654410358336
Li2MgAgBr6,Li,Mg,Ag,Br,1,2,2,-1,92.0,72.0,94.0,83.0,196.0,12.128377301924601
Li2MgAgI6,Li,Mg,Ag,I,1,2,2,-1,92.0,72.0,94.0,83.0,220.00000000000003,12.417533928430625
Li2MgCdF6,Li,Mg,Cd,F,1,2,2,-1,92.0,72.0,95.0,83.5,133.0,11.95834252319241
Li2MgCdCl6,Li,Mg,Cd,Cl,1,2,2,-1,92.0,72.0,95.0,83.5,181.0,12.533192822593607
Li2MgCdBr6,Li,Mg,Cd,Br,1,2,2,-1,92.0,72.0,95.0,83.5,196.0,12.712833541156481
Li2MgCdI6,Li,Mg,Cd,I,1,2,2,-1,92.0,72.0,95.0,83.5,220.00000000000003,13.00025869085708
Li2MgDyF6,Li,Mg,Dy,F,1,2,2,-1,92.0,72.0,107.0,89.5,133.0,37.797640071228436
Li2MgDyCl6,Li,Mg,Dy,Cl,1,2,2,-1,92.0,72.0,107.0,89.5,181.0,38.333952920390445
Li2MgDyBr6,Li,Mg,Dy,Br,1,2,2,-1,92.0,72.0,107.0,89.5,196.0,38.50155068575357
Li2MgDyI6,Li,Mg,Dy,I,1,2,2,-1,92.0,72.0,107.0,89.5,220.00000000000003,38.76970711033458
Li2MgTmF6,Li,Mg,Tm,F,1,2,2,-1,92.0,72.0,103.0,87.5,133.0,21.485764838047984
Li2MgTmCl6,Li,Mg,Tm,Cl,1,2,2,-1,92.0,72.0,103.0,87.5,181.0,22.034336266619412
Li2MgTmBr6,Li,Mg,Tm,Br,1,2,2,-1,92.0,72.0,103.0,87.5,196.0,22.205764838047983
Li2MgTmI6,Li,Mg,Tm,I,1,2,2,-1,92.0,72.0,103.0,87.5,220.00000000000003,22.4800505523337
Li2MgYbF6,Li,Mg,Yb,F,1,2,2,-1,92.0,72.0,102.0,87.0,133.0,19.452547189046832
Li2MgYbCl6,Li,Mg,Yb,Cl,1,2,2,-1,92.0,72.0,102.0,87.0,181.0,20.004271326977864
Li2MgYbBr6,Li,Mg,Yb,Br,1,2,2,-1,92.0,72.0,102.0,87.0,196.0,20.176685120081313
Li2MgYbI6,Li,Mg,Yb,I,1,2,2,-1,92.0,72.0,102.0,87.0,220.00000000000003,20.452547189046832
Li2MgPtF6,Li,Mg,Pt,F,1,2,2,-1,92.0,72.0,80.0,76.0,133.0,7.086001756879077
Li2MgPtCl6,Li,Mg,Pt,Cl,1,2,2,-1,92.0,72.0,80.0,76.0,181.0,7.717580704247498
Li2MgPtBr6,Li,Mg,Pt,Br,1,2,2,-1,92.0,72.0,80.0,76.0,196.0,7.914949125300129
Li2MgPtI6,Li,Mg,Pt,I,1,2,2,-1,92.0,72.0,80.0,76.0,220.00000000000003,8.230738598984342
Li2MgHgF6,Li,Mg,Hg,F,1,2,2,-1,92.0,72.0,102.0,87.0,133.0,19.452547189046832
Li2MgHgCl6,Li,Mg,Hg,Cl,1,2,2,-1,92.0,72.0,102.0,87.0,181.0,20.004271326977864
Li2MgHgBr6,Li,Mg,Hg,Br,1,2,2,-1,92.0,72.0,102.0,87.0,196.0,20.176685120081313
Li2MgHgI6,Li,Mg,Hg,I,1,2,2,-1,92.0,72.0,102.0,87.0,220.00000000000003,20.452547189046832
Li2MgNpF6,Li,Mg,Np,F,1,2,2,-1,92.0,72.0,110.00000000000001,91.0,133.0,92.96611220468226
Li2MgNpCl6,Li,Mg,Np,Cl,1,2,2,-1,92.0,72.0,110.00000000000001,91.0,181.0,93.49358473215479
Li2MgNpBr6,Li,Mg,Np,Br,1,2,2,-1,92.0,72.0,110.00000000000001,91.0,196.0,93.65841989698995
Li2MgNpI6,Li,Mg,Np,I,1,2,2,-1,92.0,72.0,110.00000000000001,91.0,220.00000000000003,93.92215616072622
Li2MgNoF6,Li,Mg,No,F,1,2,2,-1,92.0,72.0,110.00000000000001,91.0,133.0,92.96611220468226
Li2MgNoCl6,Li,Mg,No,Cl,1,2,2,-1,92.0,72.0,110.00000000000001,91.0,181.0,93.49358473215479
Li2MgNoBr6,Li,Mg,No,Br,1,2,2,-1,92.0,72.0,110.00000000000001,91.0,196.0,93.65841989698995
Li2MgNoI6,Li,Mg,No,I,1,2,2,-1,92.0,72.0,110.00000000000001,91.0,220.00000000000003,93.92215616072622
Li2AlCuF6,Li,Al,Cu,F,1,3,1,-1,92.0,53.5,77.0,65.25,133.0,5.142259045759483
Li2AlCuCl6,Li,Al,Cu,Cl,1,3,1,-1,92.0,53.5,77.0,65.25,181.0,5.877891229667528
Li2AlCuBr6,Li,Al,Cu,Br,1,3,1,-1,92.0,53.5,77.0,65.25,196.0,6.107776287138792
Li2AlCuI6,Li,Al,Cu,I,1,3,1,-1,92.0,53.5,77.0,65.25,220.00000000000003,6.4755923790928165
Li2AlPdF6,Li,Al,Pd,F,1,3,1,-1,92.0,53.5,59.0,56.25,133.0,4.688862357672033
Li2AlPdCl6,Li,Al,Pd,Cl,1,3,1,-1,92.0,53.5,59.0,56.25,181.0,5.542195691005365
Li2AlPdBr6,Li,Al,Pd,Br,1,3,1,-1,92.0,53.5,59.0,56.25,196.0,5.808862357672032
Li2AlPdI6,Li,Al,Pd,I,1,3,1,-1,92.0,53.5,59.0,56.25,220.00000000000003,6.2355290243387
Li2AlAgF6,Li,Al,Ag,F,1,3,1,-1,92.0,53.5,114.99999999999999,84.25,133.0,12.987589941749793
Li2AlAgCl6,Li,Al,Ag,Cl,1,3,1,-1,92.0,53.5,114.99999999999999,84.25,181.0,13.557322879435253
Li2AlAgBr6,Li,Al,Ag,Br,1,3,1,-1,92.0,53.5,114.99999999999999,84.25,196.0,13.73536442246196
Li2AlAgI6,Li,Al,Ag,I,1,3,1,-1,92.0,53.5,114.99999999999999,84.25,220.00000000000003,14.020230891304688
Li2AlHgF6,Li,Al,Hg,F,1,3,1,-1,92.0,53.5,119.0,86.25,133.0,17.06962595961432
Li2AlHgCl6,Li,Al,Hg,Cl,1,3,1,-1,92.0,53.5,119.0,86.25,181.0,17.626147698744756
Li2AlHgBr6,Li,Al,Hg,Br,1,3,1,-1,92.0,53.5,119.0,86.25,196.0,17.800060742223014
Li2AlHgI6,Li,Al,Hg,I,1,3,1,-1,92.0,53.5,119.0,86.25,220.00000000000003,18.078321611788233
Li2PKF6,Li,P,K,F,1,3,1,-1,92.0,44.0,138.0,91.0,133.0,92.96611220468226
Li2PKCl6,Li,P,K,Cl,1,3,1,-1,92.0,44.0,138.0,91.0,181.0,93.49358473215479
Li2PKBr6,Li,P,K,Br,1,3,1,-1,92.0,44.0,138.0,91.0,196.0,93.65841989698995
Li2PKI6,Li,P,K,I,1,3,1,-1,92.0,44.0,138.0,91.0,220.00000000000003,93.92215616072622
Li2PCuF6,Li,P,Cu,F,1,3,1,-1,92.0,44.0,77.0,60.5,133.0,4.826352661227737
Li2PCuCl6,Li,P,Cu,Cl,1,3,1,-1,92.0,44.0,77.0,60.5,181.0,5.6197410909798045
Li2PCuBr6,Li,P,Cu,Br,1,3,1,-1,92.0,44.0,77.0,60.5,196.0,5.867674975277325
Li2PCuI6,Li,P,Cu,I,1,3,1,-1,92.0,44.0,77.0,60.5,220.00000000000003,6.264369190153358
Li2PPdF6,Li,P,Pd,F,1,3,1,-1,92.0,44.0,59.0,51.5,133.0,4.661440033033074
Li2PPdCl6,Li,P,Pd,Cl,1,3,1,-1,92.0,44.0,59.0,51.5,181.0,5.59347886798453
Li2PPdBr6,Li,P,Pd,Br,1,3,1,-1,92.0,44.0,59.0,51.5,196.0,5.884741003906861
Li2PPdI6,Li,P,Pd,I,1,3,1,-1,92.0,44.0,59.0,51.5,220.00000000000003,6.350760421382589
Li2PAgF6,Li,P,Ag,F,1,3,1,-1,92.0,44.0,114.99999999999999,79.5,133.0,8.597494622135944
Li2PAgCl6,Li,P,Ag,Cl,1,3,1,-1,92.0,44.0,114.99999999999999,79.5,181.0,9.201268207041604
Li2PAgBr6,Li,P,Ag,Br,1,3,1,-1,92.0,44.0,114.99999999999999,79.5,196.0,9.389947452324623
Li2PAgI6,Li,P,Ag,I,1,3,1,-1,92.0,44.0,114.99999999999999,79.5,220.00000000000003,9.691834244777453
Li2PAuF6,Li,P,Au,F,1,3,1,-1,92.0,44.0,137.0,90.5,133.0,62.309841292806254
Li2PAuCl6,Li,P,Au,Cl,1,3,1,-1,92.0,44.0,137.0,90.5,181.0,62.84022803313775
Li2PAuBr6,Li,P,Au,Br,1,3,1,-1,92.0,44.0,137.0,90.5,196.0,63.00597388949134
Li2PAuI6,Li,P,Au,I,1,3,1,-1,92.0,44.0,137.0,90.5,220.00000000000003,63.27116725965708
Li2PHgF6,Li,P,Hg,F,1,3,1,-1,92.0,44.0,119.0,81.5,133.0,9.946826701301536
Li2PHgCl6,Li,P,Hg,Cl,1,3,1,-1,92.0,44.0,119.0,81.5,181.0,10.53578375651626
Li2PHgBr6,Li,P,Hg,Br,1,3,1,-1,92.0,44.0,119.0,81.5,196.0,10.71983283627086
Li2PHgI6,Li,P,Hg,I,1,3,1,-1,92.0,44.0,119.0,81.5,220.00000000000003,11.014311363878223
Li2CaVF6,Li,Ca,V,F,1,2,2,-1,92.0,100.0,79.0,89.5,133.0,37.797640071228436
Li2CaVCl6,Li,Ca,V,Cl,1,2,2,-1,92.0,100.0,79.0,89.5,181.0,38.333952920390445
Li2CaVBr6,Li,Ca,V,Br,1,2,2,-1,92.0,100.0,79.0,89.5,196.0,38.50155068575357
Li2CaVI6,Li,Ca,V,I,1,2,2,-1,92.0,100.0,79.0,89.5,220.00000000000003,38.76970711033458
Li2CaCrF6,Li,Ca,Cr,F,1,2,2,-1,92.0,100.0,76.5,88.25,133.0,25.55804678132856
Li2CaCrCl6,Li,Ca,Cr,Cl,1,2,2,-1,92.0,100.0,76.5,88.25,181.0,26.101956129770485
Li2CaCrBr6,Li,Ca,Cr,Br,1,2,2,-1,92.0,100.0,76.5,88.25,196.0,26.27192780115859
Li2CaCrI6,Li,Ca,Cr,I,1,2,2,-1,92.0,100.0,76.5,88.25,220.00000000000003,26.54388247537955
Li2CaMnF6,Li,Ca,Mn,F,1,2,2,-1,92.0,100.0,75.0,87.5,133.0,21.485764838047984
Li2CaMnCl6,Li,Ca,Mn,Cl,1,2,2,-1,92.0,100.0,75.0,87.5,181.0,22.034336266619412
Li2CaMnBr6,Li,Ca,Mn,Br,1,2,2,-1,92.0,100.0,75.0,87.5,196.0,22.205764838047983
Li2CaMnI6,Li,Ca,Mn,I,1,2,2,-1,92.0,100.0,75.0,87.5,220.00000000000003,22.4800505523337
Li2CaFeF6,Li,Ca,Fe,F,1,2,2,-1,92.0,100.0,69.5,84.75,133.0,13.794325012558296
Li2CaFeCl6,Li,Ca,Fe,Cl,1,2,2,-1,92.0,100.0,69.5,84.75,181.0,14.360696693974225
Li2CaFeBr6,Li,Ca,Fe,Br,1,2,2,-1,92.0,100.0,69.5,84.75,196.0,14.537687844416704
Li2CaFeI6,Li,Ca,Fe,I,1,2,2,-1,92.0,100.0,69.5,84.75,220.00000000000003,14.820873685124667
Li2CaCoF6,Li,Ca,Co,F,1,2,2,-1,92.0,100.0,69.75,84.875,133.0,14.013983967164611
Li2CaCoCl6,Li,Ca,Co,Cl,1,2,2,-1,92.0,100.0,69.75,84.875,181.0,14.579521522392888
Li2CaCoBr6,Li,Ca,Co,Br,1,2,2,-1,92.0,100.0,69.75,84.875,196.0,14.756252008401724
Li2CaCoI6,Li,Ca,Co,I,1,2,2,-1,92.0,100.0,69.75,84.875,220.00000000000003,15.039020786015863
Li2CaNiF6,Li,Ca,Ni,F,1,2,2,-1,92.0,100.0,69.0,84.5,133.0,13.377295399211603
Li2CaNiCl6,Li,Ca,Ni,Cl,1,2,2,-1,92.0,100.0,69.0,84.5,181.0,13.94534273648971
Li2CaNiBr6,Li,Ca,Ni,Br,1,2,2,-1,92.0,100.0,69.0,84.5,196.0,14.122857529389117
Li2CaNiI6,Li,Ca,Ni,I,1,2,2,-1,92.0,100.0,69.0,84.5,220.00000000000003,14.406881198028172
Li2CaCuF6,Li,Ca,Cu,F,1,2,2,-1,92.0,100.0,73.0,86.5,133.0,17.79117359060756
Li2CaCuCl6,Li,Ca,Cu,Cl,1,2,2,-1,92.0,100.0,73.0,86.5,181.0,18.34608688540525
Li2CaCuBr6,Li,Ca,Cu,Br,1,2,2,-1,92.0,100.0,73.0,86.5,196.0,18.519497290029527
Li2CaCuI6,Li,Ca,Cu,I,1,2,2,-1,92.0,100.0,73.0,86.5,220.00000000000003,18.79695393742837
Li2CaZnF6,Li,Ca,Zn,F,1,2,2,-1,92.0,100.0,74.0,87.0,133.0,19.452547189046832
Li2CaZnCl6,Li,Ca,Zn,Cl,1,2,2,-1,92.0,100.0,74.0,87.0,181.0,20.004271326977864
Li2CaZnBr6,Li,Ca,Zn,Br,1,2,2,-1,92.0,100.0,74.0,87.0,196.0,20.176685120081313
Li2CaZnI6,Li,Ca,Zn,I,1,2,2,-1,92.0,100.0,74.0,87.0,220.00000000000003,20.452547189046832
Li2CaGeF6,Li,Ca,Ge,F,1,2,2,-1,92.0,100.0,73.0,86.5,133.0,17.79117359060756
Li2CaGeCl6,Li,Ca,Ge,Cl,1,2,2,-1,92.0,100.0,73.0,86.5,181.0,18.34608688540525
Li2CaGeBr6,Li,Ca,Ge,Br,1,2,2,-1,92.0,100.0,73.0,86.5,196.0,18.519497290029527
Li2CaGeI6,Li,Ca,Ge,I,1,2,2,-1,92.0,100.0,73.0,86.5,220.00000000000003,18.79695393742837
Li2CaPtF6,Li,Ca,Pt,F,1,2,2,-1,92.0,100.0,80.0,90.0,133.0,46.98701662672396
Li2CaPtCl6,Li,Ca,Pt,Cl,1,2,2,-1,92.0,100.0,80.0,90.0,181.0,47.520349960057295
Li2CaPtBr6,Li,Ca,Pt,Br,1,2,2,-1,92.0,100.0,80.0,90.0,196.0,47.68701662672396
Li2CaPtI6,Li,Ca,Pt,I,1,2,2,-1,92.0,100.0,80.0,90.0,220.00000000000003,47.953683293390625
Li2ScCuF6,Li,Sc,Cu,F,1,3,1,-1,92.0,74.5,77.0,75.75,133.0,7.004916936636018
Li2ScCuCl6,Li,Sc,Cu,Cl,1,3,1,-1,92.0,74.5,77.0,75.75,181.0,7.638580302972652
Li2ScCuBr6,Li,Sc,Cu,Br,1,3,1,-1,92.0,74.5,77.0,75.75,196.0,7.836600104952849
Li2ScCuI6,Li,Sc,Cu,I,1,3,1,-1,92.0,74.5,77.0,75.75,220.00000000000003,8.153431788121168
Li2ScPdF6,Li,Sc,Pd,F,1,3,1,-1,92.0,74.5,59.0,66.75,133.0,5.288425480961916
