,chemsys,nsites,E_MACE-MPA-0,E_MACE-MP-0b3,E_MatPES-r2SCAN,E_SevenNet
mp-775766,F-Fe-Li,32,-171.34314709503596,-171.54256402671865,,-171.6251983642578
mp-776078,F-Fe-Li,32,-170.19103839525772,-170.24425722151034,-266.6436767578125,-170.5771484375
mp-776122,F-Fe-Li,32,-171.0121473607306,-171.07234372709115,-267.4298400878906,-171.35743713378906
mp-776933,F-Fe-Li,32,-170.27118887610345,-170.38196746966005,,-170.66233825683594
mp-777700,F-Fe-Li,36,-183.0618739862935,-182.82604703341275,-273.2924499511719,-182.9507598876953
mp-776022,F-Fe-Li,36,-179.79069848885,-180.12445411607402,-251.52291870117188,-180.0362091064453
mp-776129,F-Fe-Li,36,-181.79946791864955,-181.5564976521762,-252.2063446044922,-181.46066284179688
mp-777553,F-Fe-Li,36,-182.2959456510792,-182.60522456788019,,-182.55690002441406
mp-777920,F-Fe-Li,36,-182.23647370612568,-181.90087657616996,-272.1923522949219,-182.08815002441406
mp-776077,F-Fe-Li,40,-210.2253120708685,-210.14103583692463,-315.4365234375,-210.18138122558594
mp-776080,F-Fe-Li,40,-210.6390606749372,-210.40615271261998,-316.05029296875,-210.52947998046875
mp-776026,F-Fe-Li,40,-207.5156205439046,-208.43677193695973,-314.1107482910156,-208.21331787109375
mp-778250,F-Fe-Li,40,-200.3183287969404,-199.95840692042867,,-200.3682861328125
mp-776684,F-Fe-Li,40,-201.675349785055,-201.15383849925007,-279.7086486816406,-201.65045166015625
mp-776017,F-Fe-Li,40,-209.75457991954906,-209.84657053663403,-314.9276123046875,-209.77272033691406
mp-776692,F-Fe-Li,40,-207.24926732826472,-207.25299291371456,-320.1706237792969,-207.45358276367188
mp-787625,F-Fe-Li,40,-203.94872597009905,-203.91494351934153,-316.2729797363281,-204.08895874023438
mp-776027,F-Fe-Li,40,-207.9762224509153,-208.35084594878936,-314.123291015625,-208.36788940429688
mp-778532,F-Fe-Li,42,-214.5239487187878,-214.41571864037354,-306.895263671875,-214.5072021484375
mp-776099,F-Fe-Li,46,-230.49473746509835,-230.39810174286606,-332.77545166015625,-230.49212646484375
mp-778512,F-Fe-Li,48,-243.10507686957726,-242.07058983343575,-363.61993408203125,-242.33265686035156
mp-777804,F-Fe-Li,48,-243.12284902093793,-242.7587900441836,-364.20770263671875,-243.01361083984375
mp-777898,F-Fe-Li,48,-242.46029006544435,-242.33423809380173,-362.9950866699219,-242.61639404296875
mp-776715,F-Fe-Li,48,-248.14187736694487,-247.62558823505628,-362.0567321777344,-247.55569458007812
mp-777567,F-Fe-Li,48,-241.8061957254086,-242.1517233154963,-366.888427734375,-242.06153869628906
mp-777891,F-Fe-Li,48,-243.77442683600947,-243.8951173890694,-365.54949951171875,-243.80740356445312
mp-778352,F-Fe-Li,48,-243.49739725880906,-243.7310868266897,-364.65972900390625,-243.72958374023438
mp-775760,F-Fe-Li,50,-260.7517780163495,-261.0164059586539,-392.77874755859375,-260.9129943847656
mp-776727,F-Fe-Li,52,-275.60042044760166,-275.64822949734463,,-276.0537414550781
mp-778245,F-Fe-Li,52,-244.2890852887794,-246.55543511116264,-339.99359130859375,-244.6025848388672
mp-849302,F-Fe-Li,52,-237.6866886648005,-240.01349127292127,-374.3796081542969,-237.87066650390625
mp-776758,F-Fe-Li,52,-275.0391963338881,-275.57838716036184,-425.7756042480469,-275.84619140625
mp-780638,F-Fe-Li,52,-273.8474441189613,-274.49046354979885,-423.9894104003906,-275.03143310546875
mp-777924,F-Fe-Li,52,-276.7557610258117,-276.86787977627114,-425.95220947265625,-277.1597900390625
mp-776734,F-Fe-Li,56,-254.3241469348101,-255.78913318527216,-393.8327331542969,-254.691650390625
mp-778700,F-Fe-Li,56,-285.80033067012965,-285.7357190233609,-409.08599853515625,-285.6809387207031
mp-777669,F-Fe-Li,56,-285.4928495938672,-285.5021830908817,-409.5794982910156,-285.48052978515625
mp-776689,F-Fe-Li,56,-282.17344586133083,-281.54673757534664,-411.0732116699219,-281.6195373535156
mp-777457,F-Fe-Li,56,-285.89632146127974,-285.8679738397161,-409.9232177734375,-285.683837890625
mp-777451,F-Fe-Li,56,-286.89381473142566,-286.55596293880734,-410.30657958984375,-286.6702575683594
mp-776770,F-Fe-Li,56,-258.8745397074675,-260.02542977803205,-398.2974853515625,-258.2279968261719
mp-777466,F-Fe-Li,56,-288.1987697294517,-287.51156887211226,-411.06463623046875,-287.50543212890625
mp-776627,F-Fe-Li,60,-302.9260600744273,-301.815053270115,-419.7079162597656,-302.6459655761719
mp-776604,F-Fe-Li,60,-315.6286259883591,-315.5720952973081,-474.1678771972656,-314.5482177734375
mp-776730,F-Fe-Li,64,-319.94324948209993,-320.1126045412028,-459.4223937988281,-320.2059631347656
mp-776524,F-Fe-Li,70,-365.60082411308616,-365.93168272439317,,-365.829345703125
mp-776683,F-Fe-Li,72,-359.3283825476659,-360.20836750877436,-502.2625427246094,-359.8907470703125
mp-777683,F-Fe-Li,80,-418.16002565151456,-418.5115367435052,-629.8937377929688,-418.0133361816406
mp-780803,F-Fe-Li,80,-420.4680442253435,-420.33522540650745,-630.7462768554688,-420.4473876953125
mp-849574,F-Fe-Li,84,-378.31363586134756,-383.28546903173367,-626.3952026367188,-377.3225402832031
mp-849991,F-Fe-Li,84,-426.81719008494736,-427.3951033511929,-612.2973022460938,-426.7724304199219
mp-849291,F-Fe-Li,88,-445.3676637242833,-445.1174818499884,-644.6664428710938,-445.32684326171875
mp-1176724,F-Fe-Li,90,-470.5726763956165,-470.90977246911564,-707.88818359375,-470.79888916015625
mp-849403,F-Fe-Li,96,-492.8604206407181,-493.03631844515314,-769.73828125,-493.6002197265625
mp-1184882,Al-K,4,-5.8530955846769315,-5.91762609358502,-23.503236770629883,-5.842851638793945
mp-1184840,Al-K,4,-5.768077295843183,-5.809636647179194,-23.407258987426758,-5.805063247680664
mp-20122,Dy-Ge,4,-21.93385911865954,-21.917920105816982,-107.04789733886719,-21.933683395385742
mp-1225438,Dy-Ge,5,-25.508145685908012,-25.51805601828286,-120.11187744140625,-25.452930450439453
mp-21159,Dy-Ge,8,-40.55914556402049,-40.48519839863609,-162.2882843017578,-40.54724884033203
mp-612918,Dy-Ge,14,-75.58774063344974,-75.50795677892553,-349.1817626953125,-75.56695556640625
mp-655448,Dy-Ge,14,-75.60131772991403,-75.55177533421265,-349.1676330566406,-75.56951141357422
mp-1181500,Dy-Ge,16,-85.17550617540023,-85.17156073571799,-377.5182800292969,-85.18379974365234
mp-1105737,Dy-Ge,16,-86.52308940212184,-86.10437991506834,-475.1561279296875,-86.42892456054688
mp-505577,Dy-Ge,16,-85.22860932299002,-85.0735951043791,-377.3144226074219,-85.13955688476562
mp-1213526,Dy-Ge,42,-229.13464379482232,-229.27193121567262,-1146.90771484375,-229.27682495117188
mp-1076925,Ba-Np,4,-15.841567881705467,-15.847117661001333,-164.35633850097656,-15.787943840026855
mp-998234,Cs-F-Tl,5,-19.859448472553222,-19.916680841551422,-99.4657211303711,-19.899986267089844
mp-2695837,Cs-F-Tl,5,-19.859794407389458,-19.919052747782104,-99.46858215332031,-19.902790069580078
mp-998235,Cs-F-Tl,5,-19.858617092241918,-19.917925087551875,-99.46752166748047,-19.902297973632812
mp-1078203,Cs-F-Tl,10,-40.436215409555395,-40.42213302896596,-199.1572265625,-40.373504638671875
mp-998240,Cs-F-Tl,10,-39.714834387866645,-39.81647824899035,-198.9304656982422,-39.79496383666992
mp-561827,Cs-F-Tl,10,-40.16042686297289,-40.139360806248746,-172.30032348632812,-40.12753677368164
mp-1113152,Cs-F-Tl,10,-40.545297875826066,-40.57151227121842,-172.7854461669922,-40.491127014160156
mp-1541564,Cs-F-Tl,24,-96.41025806220398,-96.34239393824231,-419.7755432128906,-96.42747497558594
mp-1213164,Cs-F-Tl,24,-96.37402582592188,-96.33072605365513,-419.77618408203125,-96.4112548828125
mp-1207222,Cl-Rb-V,9,-36.05908432320559,-35.9454866519169,-94.96883392333984,-36.1098518371582
mp-23319,Cl-Rb-V,10,-46.201063163238246,-46.20856007396687,-111.17088317871094,-46.18814468383789
mp-862854,Pa-Pd,8,-56.28066392175784,-56.19650174717329,-297.52911376953125,-56.336029052734375
mp-1184878,Cu-K,4,-6.07586933110662,-6.071913187894738,-27.041128158569336,-6.032082557678223
mp-1228793,As-Pd,5,-26.071154766235292,-26.062096973925076,-106.99530029296875,-26.086944580078125
mp-1080831,As-Pd,9,-48.43516728373192,-48.45829437155346,-185.26004028320312,-48.30675506591797
mp-20465,As-Pd,12,-61.84833748893894,-61.86030125353764,-213.75152587890625,-61.91771697998047
mp-8073,As-Pd,12,-64.59271299411641,-64.51392455448111,-247.0033721923828,-64.55027770996094
mp-2512,As-Pd,12,-64.34528817576185,-64.32175059598482,-261.90106201171875,-64.35496520996094
mp-1105134,As-Pd,16,-86.48884124824828,-86.32267721868189,-340.3398742675781,-86.55943298339844
mp-1214686,As-Pd,42,-225.83962517980945,-226.35914030199868,-880.4152221679688,-226.30743408203125
mp-23060,Cs-I-Pt,9,-24.409042324088066,-24.30750889624137,-257.65106201171875,-24.325233459472656
mp-973974,K-Mo,4,-9.509908137556401,-9.757886129399868,-39.873111724853516,-9.520322799682617
mp-1184848,K-Mo,4,-9.491367620446916,-9.310420233092612,-39.79794692993164,-9.508787155151367
mp-1184863,K-Mo,4,-9.509908374531609,-9.817590645798898,-39.756195068359375,-9.473773002624512
mp-1205910,Cd-F-Mn,10,,-40.22351862889407,,-37.334232330322266
mp-1180135,Cd-F-Mn,28,-136.3685889020271,-136.4240626329465,-276.3760070800781,-136.36767578125
mp-557222,Cd-F-Mn,28,-136.36564027052992,-136.42752595670217,-276.38397216796875,-136.38348388671875
mp-556506,Cd-F-Mn,28,-136.36955329601696,-136.43480168983967,-276.3818664550781,-136.3717498779297
mp-1111287,F-Li-Mo,10,-49.64451714040564,-49.524069392733765,-78.39413452148438,-49.83391571044922
mp-22439,F-Li-Mo,18,-93.96146443997274,-93.9663808934267,-152.39613342285156,-94.1175308227539
mp-1110724,Cl-Rb-Y,10,-41.2850245595096,-41.27642990099095,-121.90477752685547,-41.2598876953125
mp-1209433,Cl-Rb-Y,32,-139.5821331851547,-139.53273726113846,-392.11041259765625,-139.53598022460938
mp-574571,Cl-Rb-Y,40,-167.39661271629853,-167.28613997466826,-490.7092590332031,-167.40199279785156
mp-1209182,Cl-Rb-Y,40,-197.31921028973431,-197.49797912839597,-490.93634033203125,-197.28012084960938
mp-557668,F-Mn-Pt,8,-39.736915199902214,-39.76696218796805,-101.70501708984375,-39.823646545410156
mp-1212233,F-Mn-Pt,10,,,,-55.38665008544922
mp-712,Cu-Y,2,-11.051005202407095,-11.022032843965182,-31.51544189453125,-11.038947105407715
mp-2698,Cu-Y,6,-30.94552041786488,-30.902020065274435,-85.42437744140625,-30.948970794677734
mp-1077241,Cu-Y,6,-30.301700988302365,-30.317734390875728,-84.75825500488281,-30.39438819885254
mp-2797,Cu-Y,6,-28.112498197689586,-28.03848491525645,-75.47447967529297,-28.05083465576172
mp-1080443,Cu-Y,8,-44.24545707743817,-44.38585671110222,-126.40498352050781,-44.32667541503906
mp-1102436,Cu-Y,12,-61.00705360228363,-60.9518909832613,-169.8019256591797,-61.01036071777344
mp-1190402,Cu-Y,20,-94.33672540069246,-96.78829630676817,-285.8609313964844,-96.49366760253906
mp-6986,Ta,1,-11.587062606581304,-11.860653170695993,-48.40982437133789,-11.785170555114746
mp-50,Ta,1,-11.84702830111569,-11.940435979378694,-48.632205963134766,-11.837850570678711
mp-1217805,Ta,2,-13.410904867645911,-13.397839682708394,-86.20354461669922,-13.371322631835938
mp-2647044,Ta,2,-23.145276804099193,-23.66788962089094,-96.81785583496094,-23.56732749938965
mp-1217756,Ta,4,-43.02285351110976,-43.101144683697235,-189.84893798828125,-42.93711853027344
mp-1076923,Ta,4,-26.82176894502102,-26.795553560538632,-172.40711975097656,-26.742536544799805
mp-1095086,Ta,8,-91.10157372075915,-91.93412957024067,-377.49188232421875,-91.5523452758789
mp-697196,Ta,22,-236.10052482235253,-234.22723039138515,-1042.7073974609375,-234.562255859375
mp-42,Ta,30,-354.3532652160002,-355.1649323251245,-1456.6995849609375,-354.09918212890625
mp-569794,Ta,30,-354.356527691415,-355.17280059217273,-1456.716796875,-354.10455322265625
mp-1096304,Cs-Na-Sb,4,-5.291359370360729,-4.964792385480049,-55.235862731933594,-5.279685020446777
mp-1187573,Mg-Yb,2,-3.2448991840720733,-3.2276231688629924,-39.90522003173828,-3.2358126640319824
mp-972352,Mg-Yb,2,-3.2460499959976232,-3.2289687819270134,-39.9079475402832,-3.238186836242676
mp-1187661,Mg-Yb,4,-6.4555781935468195,-6.474752479005648,-48.25994873046875,-6.531609535217285
mp-1187626,Mg-Yb,4,-6.443370934676857,-6.453744542505365,-48.24602127075195,-6.511920928955078
mp-1187633,Mg-Yb,4,-6.490134900195277,-6.454642758122372,-79.80834197998047,-6.470742702484131
mp-980034,Mg-Yb,4,-6.190989714393783,-6.162645344339242,-111.03009796142578,-6.148313522338867
mp-1187973,Mg-Yb,4,-6.177432112916116,-6.216552170767214,-111.01763153076172,-6.2063751220703125
mp-979956,Mg-Yb,4,-6.196608336307039,-6.234433461084276,-111.01557159423828,-6.194487571716309
mp-1100782,Mg-Yb,6,-9.941264480044891,-9.959295935130474,-88.49613189697266,-9.984285354614258
mp-980663,Mg-Yb,6,-9.475645186429462,-9.440940914692767,-150.76373291015625,-9.382936477661133
mp-1187900,Mg-Yb,6,-9.426068324500404,-9.410763378739908,-150.87026977539062,-9.403087615966797
mp-1187967,Mg-Yb,6,-9.211460958794275,-9.181659218860746,-182.1208038330078,-9.179637908935547
mp-1187825,Mg-Yb,6,-9.199972525588953,-9.175143657631715,-182.1020050048828,-9.144487380981445
mp-1187979,Mg-Yb,6,-9.237248318038834,-9.201407642740964,-182.10595703125,-9.177379608154297
mp-1187902,Mg-Yb,6,-9.47327955632561,-9.432321906071131,-150.76495361328125,-9.37358570098877
mp-1187963,Mg-Yb,6,-9.239790437487688,-9.208815322197145,-182.14891052246094,-9.204205513000488
mp-1187899,Mg-Yb,6,-9.483717063330763,-9.40265012114477,-150.8500518798828,-9.381013870239258
mp-972099,Mg-Yb,8,-12.99611336455573,-12.876907569804475,-96.52556610107422,-13.005438804626465
mp-1187989,Mg-Yb,8,-12.41362442354023,-12.439111948918242,-222.09173583984375,-12.442045211791992
mp-2096,Mg-Yb,12,-20.01673528006424,-19.98380232145671,-177.0404815673828,-20.062177658081055
mp-1193911,Mg-Yb,27,-41.721796761637904,-41.56503717411772,-709.924560546875,-41.65609359741211
mp-1100787,Mg-Yb,150,-240.1035205272023,-241.28256791272253,-652.5859375,-240.65008544921875
mp-974732,Rb-Y,4,-6.90714897289774,-6.9254604305074015,-59.61667251586914,-6.772544860839844
mp-1186883,Rb-Y,4,-6.924695498540888,-6.959395191155631,-59.516021728515625,-6.92294979095459
mp-1184279,F-Fe,4,-17.364107595652104,-24.590445625037034,-46.074398040771484,-19.618999481201172
mp-556911,F-Fe,6,-33.19879861556613,-33.12319440135229,-55.309974670410156,-33.50737762451172
mp-1181783,F-Fe,8,-42.13627737074637,-42.049294632228644,-67.89331817626953,-42.14786148071289
mp-22398,F-Fe,8,-42.170621887315264,-42.02790223952674,-67.9592056274414,-42.08137512207031
mp-1396678,F-Fe,10,-43.33758928577176,-43.47050531849346,-73.87409210205078,-43.41162872314453
mp-1181398,F-Fe,12,-63.24086262968241,-62.75890181412052,-101.54093933105469,-63.03410339355469
mp-558852,F-Fe,12,-63.24455010879053,-62.98427607476672,-101.54656219482422,-63.206787109375
mp-1213622,F-Fe,14,-52.09798680961656,-51.68032372312657,-87.15384674072266,-51.68360137939453
mp-559450,F-Fe,16,-84.0766938772125,-84.1251623504161,-135.7133026123047,-84.24537658691406
mp-1096967,F-Fe,24,-126.41971066516166,-126.0444035648962,-203.60321044921875,-126.38341522216797
mp-2796,Ag-Tm,2,-8.012088172929522,-7.978846273909429,-57.37592697143555,-7.986416816711426
mp-30359,Ag-Tm,3,-11.16689620024642,-11.14076681656617,-78.83445739746094,-11.109611511230469
mp-30360,Ag-Tm,4,-13.455818467447898,-13.706490775727099,-100.0313491821289,-13.712724685668945
mp-1206760,Ba-F-Mn,10,-53.287728798062304,-54.77575870870378,-148.1391143798828,-53.91424560546875
mp-556850,Ba-F-Mn,12,-73.13091661011354,-72.9525730039179,-152.43765258789062,-73.16294860839844
mp-1237261,Ba-F-Mn,16,-77.130819458182,-76.92848106483764,,-77.62274169921875
mp-1215085,Ba-F-Mn,16,-76.36459400296947,-76.29104549168878,-180.0844268798828,-76.44304656982422
mp-540958,Ba-F-Mn,28,-161.97483011116324,-161.92814201895206,-330.63470458984375,-161.94818115234375
mp-1049304,Ba-F-Mn,45,-248.77697281544937,-248.98873021680532,-507.82086181640625,-248.92196655273438
mp-1188060,Np-Yb,4,-15.12151355751769,-14.298588542232253,-189.2046356201172,-15.226041793823242
mp-1193604,Be-Cl-Cs,28,-102.74759703730214,-102.74633492078453,-371.6512145996094,-102.80038452148438
mp-2696,Ag-Mg,2,-4.929752598302799,-4.923553459531093,-25.889280319213867,-4.899885177612305
mp-30351,Ag-Mg,4,-10.721395065170134,-10.759669676123295,-68.57494354248047,-10.713872909545898
mp-1185836,Ag-Mg,4,-10.75243708491296,-10.762732895448707,-68.59490203857422,-10.725273132324219
mp-1222022,Ag-Mg,4,-10.314321364701275,-10.329784106023027,-68.19281005859375,-10.35256290435791
mp-1222034,Ag-Mg,5,-13.132618882604083,-13.164070986278757,-89.48224639892578,-13.181954383850098
mp-1185807,Ag-Mg,6,-11.223342316723794,-11.221814006604811,-42.28266143798828,-11.196508407592773
mp-1185754,Ag-Mg,6,-13.031608672402879,-13.013015530096563,-60.076480865478516,-13.023580551147461
mp-1185823,Ag-Mg,6,-15.603279581107984,-15.55412540358142,-94.3983383178711,-15.577523231506348
mp-1185802,Ag-Mg,6,-11.187090029406896,-11.131578081849106,-42.26203155517578,-11.192977905273438
mp-1185842,Ag-Mg,6,-15.577630644507021,-15.562016626224384,-94.37303924560547,-15.575798034667969
mp-1185839,Ag-Mg,6,-16.36963583255152,-16.333423442033734,-111.16021728515625,-16.352378845214844
mp-1185840,Ag-Mg,6,-15.541864911856262,-15.492250154732105,-94.3447265625,-15.5603666305542
mp-1185801,Ag-Mg,6,-11.249891175148957,-11.239215120114912,-42.327789306640625,-11.227049827575684
mp-1185809,Ag-Mg,6,-11.199513258646759,-11.173930187037795,-42.29344177246094,-11.225541114807129
mp-1185756,Ag-Mg,6,-13.007935502734632,-13.005439528119028,-60.028221130371094,-13.00098991394043
mp-1185833,Ag-Mg,6,-16.3804902386692,-16.370649825019555,-111.17716217041016,-16.369483947753906
mp-1185822,Ag-Mg,6,-15.646099583777286,-15.619817878324227,-94.44984436035156,-15.641414642333984
mp-864934,Ag-Mg,8,-21.50968971244971,-21.576769701562306,-137.21929931640625,-21.492694854736328
mp-864952,Ag-Mg,8,-16.212912013976286,-16.20305197765846,-68.26228332519531,-16.233516693115234
mp-1094121,Ag-Mg,12,-30.090772521800965,-30.1343756904528,-187.99742126464844,-30.1508731842041
mp-1210857,Ag-Mg,66,-130.85217394361285,-130.1715179003359,-520.2850952148438,-129.63131713867188
mp-678,Ag-Mg,71,-143.8036563782212,-142.91612821101356,-593.9711303710938,-142.74166870117188
mp-1185591,Ag-Mg,150,-241.7724203684922,-243.06248181071234,-638.436279296875,-242.19821166992188
mp-504781,I-Np,8,-41.99074255725995,-39.411234282758,-324.3113708496094,-40.95269775390625
mp-1183229,Ag-Ir,2,-10.966202892467615,-10.941614274640573,-72.89848327636719,-10.934053421020508
mp-971833,Tm-V,4,-21.45074983046469,-21.371004836060916,-119.2554931640625,-21.351484298706055
mp-2880538,Tm-V,4,-21.35473812847678,-21.225515214936095,-119.26599884033203,-21.344738006591797
mp-1191157,F-Nd,24,-156.56928804014623,-156.5518687938757,,-156.60897827148438
mp-254,F-Nd,24,-160.68724292391528,-160.29535514438996,-359.8233337402344,-160.69833374023438
mp-18074,F-Nd,24,-156.59084190402118,-156.57377080670435,-356.3142395019531,-156.62815856933594
mp-18511,F-Nd,24,-160.65056052676968,-160.26379944345322,-359.79931640625,-160.66256713867188
mp-531687,F-Nd,69,-457.76196312324936,-459.12766187651465,-1058.296142578125,-456.55853271484375
mp-16060,Ag-Au-F,12,-40.559376948722964,-40.50108634158378,-184.0392608642578,-40.452728271484375
mp-18125,Ag-Au-F,22,-72.40016665103596,-72.16415688502808,-321.2037353515625,-72.23857116699219
mp-1196161,Ag-Au-F,36,-111.94029186697013,-112.59083247641456,-412.60040283203125,-111.83702087402344
mp-1184327,Eu-V,4,-37.93426033774368,-37.87594399508339,-131.88735961914062,-37.89745330810547
mp-1184340,Eu-V,4,-38.00957535836266,-37.93991852351428,-131.90902709960938,-37.951683044433594
